split,crop_image,source_image,person_index,crop_x1,crop_y1,crop_x2,crop_y2
train,images/train/frame_000974_person_02.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,2,227,581,309,672
train,images/train/frame_000974_person_03.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,3,294,599,374,670
train,images/train/frame_000974_person_04.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,4,446,503,551,720
train,images/train/frame_000974_person_05.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,5,526,453,681,601
train,images/train/frame_000974_person_06.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,6,700,456,795,551
train,images/train/frame_000974_person_07.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,7,669,602,761,662
train,images/train/frame_000974_person_08.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,8,554,638,632,720
train,images/train/frame_000974_person_09.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,9,683,298,793,402
train,images/train/frame_000974_person_10.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,10,688,158,784,233
train,images/train/frame_000974_person_11.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,11,417,0,508,87
train,images/train/frame_000974_person_12.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,12,290,78,378,209
train,images/train/frame_000974_person_13.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,13,218,122,295,237
train,images/train/frame_000974_person_14.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,14,147,132,235,236
train,images/train/frame_000974_person_15.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,15,102,179,171,227
train,images/train/frame_000974_person_16.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,16,120,83,196,145
train,images/train/frame_000974_person_17.jpg,data/person_dataset_seed123/images/train/frame_000974.jpg,17,216,27,310,123
train,images/train/frame_000983_person_00.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,0,109,542,195,618
train,images/train/frame_000983_person_01.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,1,224,582,308,673
train,images/train/frame_000983_person_02.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,2,293,597,371,667
train,images/train/frame_000983_person_03.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,3,483,373,633,574
train,images/train/frame_000983_person_04.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,4,607,465,709,602
train,images/train/frame_000983_person_05.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,5,708,455,794,559
train,images/train/frame_000983_person_06.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,6,683,608,758,661
train,images/train/frame_000983_person_07.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,7,556,639,633,720
train,images/train/frame_000983_person_08.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,8,685,157,788,233
train,images/train/frame_000983_person_09.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,9,683,300,794,395
train,images/train/frame_000983_person_10.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,10,413,0,508,81
train,images/train/frame_000983_person_11.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,11,285,89,377,204
train,images/train/frame_000983_person_12.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,12,218,30,306,123
train,images/train/frame_000983_person_13.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,13,214,132,296,241
train,images/train/frame_000983_person_14.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,14,145,139,226,228
train,images/train/frame_000983_person_15.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,15,95,177,170,223
train,images/train/frame_000983_person_16.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,16,122,82,203,148
train,images/train/frame_000983_person_17.jpg,data/person_dataset_seed123/images/train/frame_000983.jpg,17,155,431,260,491
train,images/train/frame_000990_person_00.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,0,498,225,639,362
train,images/train/frame_000990_person_01.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,1,686,157,788,233
train,images/train/frame_000990_person_02.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,2,678,297,792,400
train,images/train/frame_000990_person_03.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,3,702,459,796,556
train,images/train/frame_000990_person_04.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,4,523,453,686,605
train,images/train/frame_000990_person_05.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,5,555,640,633,720
train,images/train/frame_000990_person_06.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,6,670,605,760,666
train,images/train/frame_000990_person_07.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,7,288,599,373,665
train,images/train/frame_000990_person_08.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,8,234,578,306,667
train,images/train/frame_000990_person_09.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,9,109,544,192,619
train,images/train/frame_000990_person_10.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,10,416,0,512,81
train,images/train/frame_000990_person_11.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,11,282,91,383,199
train,images/train/frame_000990_person_12.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,12,216,29,306,125
train,images/train/frame_000990_person_13.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,13,211,127,308,211
train,images/train/frame_000990_person_14.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,14,148,158,230,225
train,images/train/frame_000990_person_15.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,15,100,176,165,224
train,images/train/frame_000990_person_16.jpg,data/person_dataset_seed123/images/train/frame_000990.jpg,16,122,78,199,151
train,images/train/frame_000995_person_00.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,0,410,0,513,94
train,images/train/frame_000995_person_01.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,1,300,62,405,206
train,images/train/frame_000995_person_02.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,2,211,133,306,213
train,images/train/frame_000995_person_03.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,3,155,158,228,230
train,images/train/frame_000995_person_04.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,4,99,176,167,219
train,images/train/frame_000995_person_05.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,5,121,79,194,147
train,images/train/frame_000995_person_06.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,6,215,27,308,126
train,images/train/frame_000995_person_07.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,7,488,82,608,295
train,images/train/frame_000995_person_08.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,8,692,158,785,237
train,images/train/frame_000995_person_09.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,9,681,304,792,397
train,images/train/frame_000995_person_10.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,10,702,457,796,556
train,images/train/frame_000995_person_11.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,11,526,454,673,615
train,images/train/frame_000995_person_12.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,12,648,509,706,579
train,images/train/frame_000995_person_13.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,13,682,597,762,664
train,images/train/frame_000995_person_14.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,14,558,638,631,720
train,images/train/frame_000995_person_15.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,15,288,595,373,660
train,images/train/frame_000995_person_16.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,16,228,581,300,671
train,images/train/frame_000995_person_17.jpg,data/person_dataset_seed123/images/train/frame_000995.jpg,17,109,541,194,616
train,images/train/frame_001011_person_00.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,0,486,0,567,146
train,images/train/frame_001011_person_01.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,1,416,0,507,80
train,images/train/frame_001011_person_02.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,2,304,64,410,206
train,images/train/frame_001011_person_03.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,3,217,30,304,120
train,images/train/frame_001011_person_04.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,4,204,150,313,220
train,images/train/frame_001011_person_05.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,5,155,159,222,227
train,images/train/frame_001011_person_06.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,6,100,175,167,230
train,images/train/frame_001011_person_07.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,7,124,76,194,145
train,images/train/frame_001011_person_08.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,8,110,545,187,616
train,images/train/frame_001011_person_09.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,9,225,582,302,669
train,images/train/frame_001011_person_10.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,10,287,600,376,666
train,images/train/frame_001011_person_11.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,11,516,456,703,602
train,images/train/frame_001011_person_12.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,12,705,457,795,552
train,images/train/frame_001011_person_13.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,13,676,601,760,667
train,images/train/frame_001011_person_14.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,14,555,640,633,720
train,images/train/frame_001011_person_15.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,15,676,305,799,399
train,images/train/frame_001011_person_16.jpg,data/person_dataset_seed123/images/train/frame_001011.jpg,16,691,155,785,232
train,images/train/frame_001021_person_00.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,0,486,16,589,218
train,images/train/frame_001021_person_01.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,1,688,159,788,229
train,images/train/frame_001021_person_02.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,2,418,0,504,90
train,images/train/frame_001021_person_03.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,3,307,91,400,200
train,images/train/frame_001021_person_04.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,4,202,157,309,222
train,images/train/frame_001021_person_05.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,5,149,160,227,229
train,images/train/frame_001021_person_06.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,6,101,178,162,220
train,images/train/frame_001021_person_07.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,7,120,83,191,143
train,images/train/frame_001021_person_08.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,8,215,29,311,121
train,images/train/frame_001021_person_09.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,9,108,541,186,619
train,images/train/frame_001021_person_10.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,10,221,581,306,671
train,images/train/frame_001021_person_11.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,11,295,595,373,665
train,images/train/frame_001021_person_12.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,12,520,454,668,611
train,images/train/frame_001021_person_13.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,13,646,516,701,583
train,images/train/frame_001021_person_14.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,14,699,459,795,548
train,images/train/frame_001021_person_15.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,15,671,599,757,664
train,images/train/frame_001021_person_16.jpg,data/person_dataset_seed123/images/train/frame_001021.jpg,16,558,639,632,720
train,images/train/frame_001029_person_00.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,0,309,86,400,201
train,images/train/frame_001029_person_01.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,1,413,0,520,82
train,images/train/frame_001029_person_02.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,2,219,29,300,116
train,images/train/frame_001029_person_03.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,3,210,151,303,228
train,images/train/frame_001029_person_04.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,4,151,157,236,227
train,images/train/frame_001029_person_05.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,5,101,173,170,232
train,images/train/frame_001029_person_06.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,6,123,80,191,146
train,images/train/frame_001029_person_07.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,7,496,187,624,352
train,images/train/frame_001029_person_08.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,8,688,157,787,229
train,images/train/frame_001029_person_09.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,9,685,298,796,401
train,images/train/frame_001029_person_10.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,10,701,458,796,555
train,images/train/frame_001029_person_11.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,11,523,456,685,594
train,images/train/frame_001029_person_12.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,12,673,611,761,662
train,images/train/frame_001029_person_13.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,13,553,639,633,720
train,images/train/frame_001029_person_14.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,14,288,595,374,655
train,images/train/frame_001029_person_15.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,15,220,576,300,664
train,images/train/frame_001029_person_16.jpg,data/person_dataset_seed123/images/train/frame_001029.jpg,16,112,543,196,620
train,images/train/frame_001035_person_00.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,0,309,70,407,202
train,images/train/frame_001035_person_01.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,1,414,0,523,81
train,images/train/frame_001035_person_02.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,2,214,31,306,120
train,images/train/frame_001035_person_03.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,3,214,150,291,236
train,images/train/frame_001035_person_04.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,4,153,159,230,230
train,images/train/frame_001035_person_05.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,5,99,175,162,228
train,images/train/frame_001035_person_06.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,6,122,82,186,145
train,images/train/frame_001035_person_07.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,7,108,544,192,619
train,images/train/frame_001035_person_08.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,8,220,583,297,668
train,images/train/frame_001035_person_09.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,9,292,600,372,666
train,images/train/frame_001035_person_10.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,10,488,370,621,459
train,images/train/frame_001035_person_11.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,11,523,434,688,610
train,images/train/frame_001035_person_12.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,12,705,461,795,545
train,images/train/frame_001035_person_13.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,13,671,616,757,663
train,images/train/frame_001035_person_14.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,14,553,644,635,720
train,images/train/frame_001035_person_15.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,15,682,303,796,397
train,images/train/frame_001035_person_16.jpg,data/person_dataset_seed123/images/train/frame_001035.jpg,16,685,152,785,220
train,images/train/frame_001045_person_00.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,0,689,123,785,216
train,images/train/frame_001045_person_01.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,1,681,295,793,406
train,images/train/frame_001045_person_02.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,2,702,455,798,552
train,images/train/frame_001045_person_03.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,3,671,612,758,661
train,images/train/frame_001045_person_04.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,4,554,648,632,720
train,images/train/frame_001045_person_05.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,5,531,459,693,595
train,images/train/frame_001045_person_06.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,6,452,497,570,720
train,images/train/frame_001045_person_07.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,7,300,602,376,686
train,images/train/frame_001045_person_08.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,8,225,579,310,669
train,images/train/frame_001045_person_09.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,9,106,544,197,613
train,images/train/frame_001045_person_10.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,10,415,0,524,86
train,images/train/frame_001045_person_11.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,11,281,88,394,197
train,images/train/frame_001045_person_12.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,12,210,141,300,217
train,images/train/frame_001045_person_13.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,13,143,149,230,231
train,images/train/frame_001045_person_14.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,14,98,176,155,233
train,images/train/frame_001045_person_15.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,15,123,81,193,149
train,images/train/frame_001045_person_16.jpg,data/person_dataset_seed123/images/train/frame_001045.jpg,16,216,27,307,120
train,images/train/frame_001052_person_00.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,0,690,117,783,214
train,images/train/frame_001052_person_01.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,1,681,299,794,397
train,images/train/frame_001052_person_02.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,2,703,456,794,554
train,images/train/frame_001052_person_03.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,3,529,454,693,601
train,images/train/frame_001052_person_04.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,4,675,610,760,662
train,images/train/frame_001052_person_05.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,5,552,645,634,720
train,images/train/frame_001052_person_06.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,6,488,590,573,720
train,images/train/frame_001052_person_07.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,7,297,599,374,695
train,images/train/frame_001052_person_08.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,8,224,580,309,657
train,images/train/frame_001052_person_09.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,9,114,536,197,614
train,images/train/frame_001052_person_10.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,10,157,443,257,498
train,images/train/frame_001052_person_11.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,11,287,87,386,201
train,images/train/frame_001052_person_12.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,12,419,0,524,82
train,images/train/frame_001052_person_13.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,13,214,29,306,123
train,images/train/frame_001052_person_14.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,14,213,150,301,216
train,images/train/frame_001052_person_15.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,15,150,146,243,217
train,images/train/frame_001052_person_16.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,16,103,175,177,240
train,images/train/frame_001052_person_17.jpg,data/person_dataset_seed123/images/train/frame_001052.jpg,17,122,81,199,146
train,images/train/frame_001060_person_00.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,0,111,541,190,620
train,images/train/frame_001060_person_01.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,1,225,579,307,668
train,images/train/frame_001060_person_02.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,2,295,606,378,714
train,images/train/frame_001060_person_03.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,3,455,539,568,720
train,images/train/frame_001060_person_04.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,4,536,454,680,606
train,images/train/frame_001060_person_05.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,5,706,459,796,547
train,images/train/frame_001060_person_06.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,6,671,602,760,665
train,images/train/frame_001060_person_07.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,7,557,634,632,720
train,images/train/frame_001060_person_08.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,8,678,305,793,399
train,images/train/frame_001060_person_09.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,9,691,124,777,215
train,images/train/frame_001060_person_10.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,10,413,0,524,89
train,images/train/frame_001060_person_11.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,11,280,92,384,200
train,images/train/frame_001060_person_12.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,12,214,28,307,126
train,images/train/frame_001060_person_13.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,13,208,148,302,221
train,images/train/frame_001060_person_14.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,14,150,147,232,228
train,images/train/frame_001060_person_15.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,15,101,180,174,235
train,images/train/frame_001060_person_16.jpg,data/person_dataset_seed123/images/train/frame_001060.jpg,16,123,80,204,149
train,images/train/frame_001062_person_00.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,0,692,124,777,218
train,images/train/frame_001062_person_01.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,1,687,300,792,397
train,images/train/frame_001062_person_02.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,2,705,455,795,549
train,images/train/frame_001062_person_03.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,3,671,601,758,666
train,images/train/frame_001062_person_04.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,4,536,454,681,603
train,images/train/frame_001062_person_05.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,5,557,647,633,720
train,images/train/frame_001062_person_06.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,6,451,538,565,720
train,images/train/frame_001062_person_07.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,7,219,581,312,672
train,images/train/frame_001062_person_08.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,8,289,601,375,700
train,images/train/frame_001062_person_09.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,9,110,546,187,616
train,images/train/frame_001062_person_10.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,10,284,90,385,204
train,images/train/frame_001062_person_11.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,11,420,0,523,90
train,images/train/frame_001062_person_12.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,12,213,31,306,126
train,images/train/frame_001062_person_13.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,13,212,147,300,220
train,images/train/frame_001062_person_14.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,14,151,149,231,227
train,images/train/frame_001062_person_15.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,15,102,178,175,237
train,images/train/frame_001062_person_16.jpg,data/person_dataset_seed123/images/train/frame_001062.jpg,16,121,82,197,153
train,images/train/frame_001143_person_00.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,0,286,83,389,204
train,images/train/frame_001143_person_01.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,1,414,0,523,86
train,images/train/frame_001143_person_02.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,2,690,120,779,214
train,images/train/frame_001143_person_03.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,3,686,299,790,402
train,images/train/frame_001143_person_04.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,4,705,434,797,546
train,images/train/frame_001143_person_05.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,5,529,455,704,590
train,images/train/frame_001143_person_06.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,6,557,637,638,720
train,images/train/frame_001143_person_07.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,7,675,601,757,667
train,images/train/frame_001143_person_08.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,8,470,578,569,720
train,images/train/frame_001143_person_09.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,9,293,606,374,683
train,images/train/frame_001143_person_10.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,10,221,578,305,659
train,images/train/frame_001143_person_11.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,11,109,545,194,618
train,images/train/frame_001143_person_12.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,12,198,148,300,255
train,images/train/frame_001143_person_13.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,13,213,29,305,126
train,images/train/frame_001143_person_14.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,14,117,85,202,152
train,images/train/frame_001143_person_15.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,15,146,151,222,230
train,images/train/frame_001143_person_16.jpg,data/person_dataset_seed123/images/train/frame_001143.jpg,16,103,181,169,238
train,images/train/frame_001151_person_00.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,0,689,112,786,220
train,images/train/frame_001151_person_01.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,1,681,296,798,400
train,images/train/frame_001151_person_02.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,2,517,447,678,589
train,images/train/frame_001151_person_03.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,3,701,435,800,543
train,images/train/frame_001151_person_04.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,4,675,606,754,672
train,images/train/frame_001151_person_05.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,5,558,637,641,720
train,images/train/frame_001151_person_06.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,6,471,585,571,720
train,images/train/frame_001151_person_07.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,7,290,603,375,685
train,images/train/frame_001151_person_08.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,8,220,582,305,657
train,images/train/frame_001151_person_09.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,9,106,540,199,613
train,images/train/frame_001151_person_10.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,10,290,80,388,208
train,images/train/frame_001151_person_11.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,11,410,0,514,93
train,images/train/frame_001151_person_12.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,12,217,33,306,124
train,images/train/frame_001151_person_13.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,13,199,148,308,218
train,images/train/frame_001151_person_14.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,14,119,86,207,148
train,images/train/frame_001151_person_15.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,15,148,150,225,234
train,images/train/frame_001151_person_16.jpg,data/person_dataset_seed123/images/train/frame_001151.jpg,16,110,180,165,235
train,images/train/frame_001162_person_00.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,0,470,490,591,699
train,images/train/frame_001162_person_01.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,1,541,407,716,523
train,images/train/frame_001162_person_02.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,2,572,508,704,600
train,images/train/frame_001162_person_03.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,3,714,431,798,538
train,images/train/frame_001162_person_04.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,4,683,314,793,398
train,images/train/frame_001162_person_05.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,5,676,604,760,667
train,images/train/frame_001162_person_06.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,6,564,633,632,720
train,images/train/frame_001162_person_07.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,7,684,139,783,217
train,images/train/frame_001162_person_08.jpg,data/person_dataset_seed123/images/train/frame_001162.jpg,8,409,0,519,82
